"priority","pack_id","year","make","model","trim","powertrain","segment","oem_family","schedule_kind","source_tier","primary_pdf_url","alternate_pdf_urls","manual_type","maintenance_section_title","manual_share_applied","shared_from_pack_id","estimated_pdf_pages","http_status","content_type","sha256_if_downloaded","confidence","notes","blocked_reason"
"377","audi-a3-2021-premium-plus","2021","Audi","A3","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"378","audi-a3-2021-prestige","2021","Audi","A3","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"379","audi-a3-2020-premium","2020","Audi","A3","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"380","audi-a3-2020-premium-plus","2020","Audi","A3","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"381","audi-a3-2020-prestige","2020","Audi","A3","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"382","audi-a3-2019-premium","2019","Audi","A3","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"383","audi-a3-2019-premium-plus","2019","Audi","A3","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"384","audi-a3-2019-prestige","2019","Audi","A3","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"391","audi-a4-2022-premium","2022","Audi","A4","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"392","audi-a4-2022-premium-plus","2022","Audi","A4","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"393","audi-a4-2022-prestige","2022","Audi","A4","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"394","audi-a4-2021-premium","2021","Audi","A4","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"395","audi-a4-2021-premium-plus","2021","Audi","A4","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"396","audi-a4-2021-prestige","2021","Audi","A4","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"397","audi-a4-2020-premium","2020","Audi","A4","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"398","audi-a4-2020-premium-plus","2020","Audi","A4","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"399","audi-a4-2020-prestige","2020","Audi","A4","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"400","audi-a4-2019-premium","2019","Audi","A4","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"401","audi-a4-2019-premium-plus","2019","Audi","A4","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"402","audi-a4-2019-prestige","2019","Audi","A4","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"403","audi-a4-2018-premium","2018","Audi","A4","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"404","audi-a4-2018-premium-plus","2018","Audi","A4","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"405","audi-a4-2018-prestige","2018","Audi","A4","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"415","audi-a5-2022-premium","2022","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"416","audi-a5-2022-premium-plus","2022","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"417","audi-a5-2022-prestige","2022","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"418","audi-a5-2021-premium","2021","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"419","audi-a5-2021-premium-plus","2021","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"420","audi-a5-2021-prestige","2021","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"421","audi-a5-2020-premium","2020","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"422","audi-a5-2020-premium-plus","2020","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"423","audi-a5-2020-prestige","2020","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"424","audi-a5-2019-premium","2019","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"425","audi-a5-2019-premium-plus","2019","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"426","audi-a5-2019-prestige","2019","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"427","audi-a5-2018-premium","2018","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"428","audi-a5-2018-premium-plus","2018","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"429","audi-a5-2018-prestige","2018","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"439","audi-a6-2022-premium","2022","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"440","audi-a6-2022-premium-plus","2022","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"441","audi-a6-2022-prestige","2022","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"442","audi-a6-2021-premium","2021","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"443","audi-a6-2021-premium-plus","2021","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"444","audi-a6-2021-prestige","2021","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"445","audi-a6-2020-premium","2020","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"446","audi-a6-2020-premium-plus","2020","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"447","audi-a6-2020-prestige","2020","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","","","no","","","","","","0.00","v2 in-review retry: the existing NHTSA-hosted Audi maintenance schedule already produced a dual-extract mismatch and was not reused. Audi USA exposes an interactive maintenance schedule, but this pass did not obtain a qualifying public downloadable Warranty & Maintenance Book PDF. Non-OEM mirrors remain eligible for Tier C when a complete US-market maintenance document can be verified.","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
